Date,Open,High,Low,Close,Volume,Amount
2025-01-07 09:01:00,9.1,9.1,9.1,9.1,59,536900.0
2025-01-07 09:04:00,9.1,9.1,9.1,9.1,1,9100.0
2025-01-07 09:05:00,9.1,9.1,9.07,9.07,18,163500.0
2025-01-07 09:06:00,9.07,9.1,9.07,9.1,9,81720.0
2025-01-07 09:09:00,9.09,9.09,9.05,9.07,13,117900.0
2025-01-07 09:10:00,9.07,9.07,9.05,9.05,13,117680.0
2025-01-07 09:11:00,9.05,9.05,9.05,9.05,10,90500.0
2025-01-07 09:12:00,9.04,9.04,9.03,9.03,14,126430.0
2025-01-07 09:13:00,9.03,9.03,9.01,9.01,8,72100.0
2025-01-07 09:14:00,9.02,9.03,9.02,9.02,4,36090.0
2025-01-07 09:15:00,9.03,9.03,9.03,9.03,1,9030.0
2025-01-07 09:16:00,9.02,9.02,9.01,9.01,18,162210.0
2025-01-07 09:18:00,9.01,9.01,9.01,9.01,6,54060.0
2025-01-07 09:19:00,9.0,9.0,8.98,8.99,40,359930.0
2025-01-07 09:22:00,8.99,8.99,8.99,8.99,14,125860.0
2025-01-07 09:23:00,8.98,8.98,8.98,8.98,4,35920.0
2025-01-07 09:25:00,8.97,8.98,8.97,8.98,4,35890.0
2025-01-07 09:26:00,8.97,8.97,8.97,8.97,1,8970.0
2025-01-07 09:28:00,8.99,8.99,8.99,8.99,1,8990.0
2025-01-07 09:29:00,8.98,8.98,8.98,8.98,2,17960.0
2025-01-07 09:31:00,8.98,8.98,8.98,8.98,10,89800.0
2025-01-07 09:32:00,8.97,8.97,8.97,8.97,3,26910.0
2025-01-07 09:36:00,8.97,8.97,8.95,8.95,27,242070.0
2025-01-07 09:37:00,8.95,8.95,8.95,8.95,7,62650.0
2025-01-07 09:40:00,8.95,8.95,8.94,8.94,11,98420.0
2025-01-07 09:41:00,8.93,8.93,8.93,8.93,13,116090.0
2025-01-07 09:42:00,8.92,8.93,8.91,8.93,37,329940.0
2025-01-07 09:43:00,8.91,8.91,8.91,8.91,21,187110.0
2025-01-07 09:44:00,8.91,8.91,8.91,8.91,2,17820.0
2025-01-07 09:45:00,8.92,8.92,8.92,8.92,6,53520.0
2025-01-07 09:46:00,8.91,8.91,8.91,8.91,8,71280.0
2025-01-07 09:48:00,8.91,8.91,8.91,8.91,1,8910.0
