timestamp,Open,High,Low,Close,Volume,Amount
2025-01-07 09:01:00,163.5,164.0,163.0,163.0,31,5067500.0
2025-01-07 09:02:00,163.0,163.0,162.5,162.5,9,1466500.0
2025-01-07 09:03:00,162.5,162.5,162.0,162.0,7,1136500.0
2025-01-07 09:04:00,162.0,162.0,162.0,162.0,10,1620000.0
2025-01-07 09:05:00,161.5,162.0,161.5,162.0,5,808500.0
2025-01-07 09:06:00,161.5,162.0,161.5,162.0,7,1131500.0
2025-01-07 09:07:00,161.5,162.0,161.5,161.5,14,2261500.0
2025-01-07 09:09:00,161.5,161.5,161.5,161.5,4,646000.0
2025-01-07 09:10:00,161.5,161.5,161.5,161.5,1,161500.0
2025-01-07 09:11:00,161.5,162.5,161.5,162.5,33,5344000.0
2025-01-07 09:12:00,162.5,162.5,161.5,161.5,14,2268500.0
2025-01-07 09:13:00,161.5,162.0,161.5,162.0,11,1780000.0
2025-01-07 09:14:00,162.5,162.5,162.5,162.5,2,325000.0
2025-01-07 09:15:00,163.0,163.0,163.0,163.0,8,1304000.0
2025-01-07 09:16:00,163.0,164.5,163.0,164.5,19,3108500.0
2025-01-07 09:17:00,164.5,165.0,164.5,164.5,17,2799000.0
2025-01-07 09:18:00,164.5,164.5,164.5,164.5,1,164500.0
2025-01-07 09:19:00,164.5,164.5,164.5,164.5,2,329000.0
2025-01-07 09:20:00,165.0,165.0,162.5,162.5,67,10943000.0
2025-01-07 09:25:00,163.0,163.0,163.0,163.0,1,163000.0
2025-01-07 09:26:00,163.0,163.0,163.0,163.0,4,652000.0
2025-01-07 09:27:00,163.0,164.0,163.0,163.5,21,3436500.0
2025-01-07 09:28:00,164.5,165.0,164.5,164.5,16,2637000.0
2025-01-07 09:29:00,165.0,167.0,164.0,164.0,81,13448000.0
2025-01-07 09:30:00,164.0,164.5,163.5,164.5,19,3114500.0
2025-01-07 09:31:00,165.0,165.0,165.0,165.0,11,1815000.0
2025-01-07 09:32:00,165.0,167.0,165.0,167.0,78,13004000.0
2025-01-07 09:33:00,166.5,167.0,166.5,167.0,9,1502500.0
2025-01-07 09:34:00,166.5,166.5,166.0,166.0,4,664500.0
2025-01-07 09:35:00,166.5,166.5,165.5,165.5,6,996000.0
2025-01-07 09:36:00,166.0,167.5,166.0,167.5,31,5180500.0
2025-01-07 09:37:00,168.0,169.0,168.0,169.0,57,9604500.0
2025-01-07 09:38:00,169.0,169.0,168.0,168.0,16,2694500.0
2025-01-07 09:39:00,167.0,168.0,167.0,168.0,16,2687000.0
2025-01-07 09:40:00,168.0,168.0,167.0,167.0,12,2011500.0
2025-01-07 09:41:00,168.0,168.0,167.5,168.0,13,2183500.0
2025-01-07 09:42:00,168.0,168.0,168.0,168.0,20,3360000.0
2025-01-07 09:43:00,168.0,168.0,168.0,168.0,1,168000.0
2025-01-07 09:44:00,167.5,168.0,167.0,167.5,13,2177500.0
2025-01-07 09:45:00,167.5,167.5,167.5,167.5,12,2010000.0
2025-01-07 09:46:00,167.5,167.5,167.5,167.5,4,670000.0
2025-01-07 09:47:00,168.0,168.0,168.0,168.0,25,4200000.0
2025-01-07 09:48:00,168.0,168.5,168.0,168.5,39,6563000.0
2025-01-07 09:49:00,168.5,169.0,168.5,169.0,28,4731500.0
2025-01-07 09:50:00,169.0,169.0,168.5,168.5,21,3548500.0
2025-01-07 09:51:00,169.0,169.0,167.0,169.0,37,6222500.0
2025-01-07 09:52:00,168.0,169.0,167.0,169.0,29,4874500.0
2025-01-07 09:53:00,169.0,169.0,168.5,168.5,17,2872000.0
2025-01-07 09:54:00,168.5,171.5,168.5,171.5,234,39814000.0
2025-01-07 09:55:00,171.5,171.5,168.5,169.5,40,6811000.0
2025-01-07 09:56:00,170.0,170.5,170.0,170.5,13,2216000.0
2025-01-07 09:57:00,170.5,171.0,170.0,170.0,18,3066000.0
2025-01-07 09:58:00,169.5,169.5,168.5,168.5,26,4389500.0
2025-01-07 09:59:00,168.5,168.5,168.0,168.5,18,3029500.0
2025-01-07 10:00:00,168.5,168.5,168.5,168.5,2,337000.0
2025-01-07 10:01:00,168.5,168.5,168.5,168.5,6,1011000.0
2025-01-07 10:02:00,168.0,168.0,168.0,168.0,9,1512000.0
2025-01-07 10:03:00,168.0,168.0,168.0,168.0,1,168000.0
2025-01-07 10:04:00,168.0,168.5,168.0,168.5,7,1177500.0
2025-01-07 10:05:00,168.5,168.5,168.5,168.5,2,337000.0
2025-01-07 10:06:00,168.5,171.0,168.0,171.0,58,9855500.0
2025-01-07 10:07:00,171.0,173.0,170.5,171.0,274,47063500.0
2025-01-07 10:08:00,171.0,171.5,170.5,171.5,14,2392500.0
2025-01-07 10:09:00,171.5,171.5,171.0,171.5,12,2057500.0
2025-01-07 10:10:00,171.0,172.5,171.0,172.0,40,6876500.0
2025-01-07 10:11:00,171.5,172.0,171.5,171.5,10,1717500.0
2025-01-07 10:12:00,171.5,171.5,171.0,171.0,3,514000.0
2025-01-07 10:13:00,171.0,171.0,171.0,171.0,2,342000.0
2025-01-07 10:14:00,171.0,171.0,170.5,170.5,8,1364500.0
2025-01-07 10:16:00,170.5,172.0,170.5,172.0,31,5308500.0
2025-01-07 10:18:00,171.5,171.5,171.5,171.5,6,1029000.0
2025-01-07 10:19:00,172.0,172.0,171.5,171.5,4,686500.0
2025-01-07 10:20:00,171.0,171.5,171.0,171.0,3,513500.0
2025-01-07 10:21:00,171.0,171.0,171.0,171.0,1,171000.0
2025-01-07 10:22:00,171.0,171.0,171.0,171.0,1,171000.0
2025-01-07 10:23:00,171.0,171.0,171.0,171.0,1,171000.0
2025-01-07 10:27:00,171.0,171.0,170.5,171.0,4,683000.0
2025-01-07 10:28:00,170.5,170.5,170.5,170.5,3,511500.0
2025-01-07 10:29:00,170.5,170.5,170.5,170.5,2,341000.0
2025-01-07 10:30:00,170.5,170.5,170.5,170.5,2,341000.0
2025-01-07 10:31:00,170.5,170.5,170.5,170.5,9,1534500.0
2025-01-07 10:32:00,170.5,170.5,170.5,170.5,3,511500.0
2025-01-07 10:35:00,170.5,170.5,170.5,170.5,10,1705000.0
2025-01-07 10:36:00,171.0,171.0,171.0,171.0,6,1026000.0
2025-01-07 10:37:00,171.5,171.5,171.5,171.5,21,3601500.0
2025-01-07 10:39:00,171.5,171.5,171.5,171.5,4,686000.0
2025-01-07 10:40:00,171.0,171.0,171.0,171.0,2,342000.0
2025-01-07 10:43:00,171.5,171.5,171.5,171.5,1,171500.0
2025-01-07 10:44:00,171.5,171.5,171.5,171.5,11,1886500.0
2025-01-07 10:46:00,171.5,171.5,171.5,171.5,5,857500.0
2025-01-07 10:48:00,172.0,172.0,171.5,172.0,21,3611500.0
2025-01-07 10:49:00,171.5,171.5,171.0,171.5,11,1883500.0
2025-01-07 10:53:00,171.0,171.0,171.0,171.0,3,513000.0
2025-01-07 10:54:00,171.5,172.5,171.5,172.0,113,19461500.0
2025-01-07 10:55:00,172.0,172.0,172.0,172.0,1,172000.0
2025-01-07 10:56:00,172.0,172.0,172.0,172.0,6,1032000.0
2025-01-07 10:57:00,171.5,171.5,171.5,171.5,6,1029000.0
2025-01-07 10:59:00,171.0,171.0,171.0,171.0,1,171000.0
2025-01-07 11:00:00,171.0,171.0,171.0,171.0,8,1368000.0
2025-01-07 11:01:00,171.0,171.0,171.0,171.0,11,1881000.0
2025-01-07 11:02:00,171.0,171.0,171.0,171.0,3,513000.0
2025-01-07 11:03:00,171.0,171.0,170.5,171.0,10,1709500.0
2025-01-07 11:04:00,171.0,172.0,171.0,171.5,26,4461000.0
2025-01-07 11:05:00,171.0,171.0,171.0,171.0,4,684000.0
2025-01-07 11:06:00,171.0,171.0,171.0,171.0,3,513000.0
2025-01-07 11:07:00,171.0,171.0,171.0,171.0,2,342000.0
2025-01-07 11:08:00,171.0,171.0,171.0,171.0,2,342000.0
2025-01-07 11:12:00,170.5,170.5,170.5,170.5,20,3410000.0
2025-01-07 11:14:00,170.0,170.0,169.5,169.5,12,2039500.0
2025-01-07 11:15:00,169.5,169.5,169.5,169.5,6,1017000.0
2025-01-07 11:16:00,169.5,169.5,169.5,169.5,9,1525500.0
2025-01-07 11:17:00,170.0,170.0,169.5,169.5,6,1019000.0
2025-01-07 11:18:00,169.5,169.5,169.0,169.0,5,846000.0
2025-01-07 11:19:00,169.0,169.0,169.0,169.0,3,507000.0
2025-01-07 11:20:00,169.0,169.0,169.0,169.0,14,2366000.0
2025-01-07 11:21:00,169.0,169.5,169.0,169.5,8,1352500.0
2025-01-07 11:22:00,169.5,169.5,169.5,169.5,5,847500.0
2025-01-07 11:23:00,169.5,169.5,169.5,169.5,1,169500.0
2025-01-07 11:24:00,169.5,169.5,169.5,169.5,1,169500.0
2025-01-07 11:25:00,170.0,170.0,170.0,170.0,13,2210000.0
2025-01-07 11:27:00,170.5,170.5,170.5,170.5,4,682000.0
2025-01-07 11:29:00,170.0,170.0,170.0,170.0,1,170000.0
2025-01-07 11:30:00,170.0,170.0,169.5,169.5,3,509500.0
2025-01-07 11:32:00,169.5,169.5,169.5,169.5,1,169500.0
2025-01-07 11:33:00,169.5,169.5,168.0,168.0,83,13986000.0
2025-01-07 11:34:00,168.5,168.5,168.5,168.5,7,1179500.0
2025-01-07 11:35:00,168.5,168.5,168.5,168.5,1,168500.0
